0.368421,0.052633,44,0.0,0.566929,0.88189,0.653543,0.165354,0.188976,0.110236,0.094488,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.80315
0.473684,0.052632,1,62.9921,0.4783,0.4173,0.5984,0.4016,0.1969,0.189,0.3386,4.5669,11.3386,0.378,0.4016,417.3228,0.2756,0.0,0.4173
0.473684,0.052632,1,62.9921,0.6949,0.5906,0.6378,0.4016,0.1969,0.189,0.3386,4.5669,11.3386,0.378,0.4016,417.3228,0.2756,0.0,0.4173
0.473684,-0.04924,24,94.4882,0.7933,0.3071,0.685,0.3858,0.2992,0.1417,0.1654,6.9291,5.3543,0.2756,0.6299,527.5591,0.2126,0.0,0.4173
-0.263158,0.473684,34,393.7008,0.5768,0.3228,0.2913,0.3858,0.3543,0.5039,0.378,7.4016,10.7087,0.3071,0.4488,622.0472,0.5748,0.0,0.126
0.263158,0.473684,36,0.0,1.0,0.4094,0.3622,0.4331,0.2126,0.7087,0.622,8.0315,9.2913,0.252,0.7008,417.3228,0.2756,0.2362,0.4173
-1.0,0.368421,11,472.4409,0.4685,0.1102,0.1811,0.0,0.0709,0.1417,0.0,13.0709,14.4882,1.0,1.0,307.0866,0.1102,0.0,0.0
0.368421,0.157895,44,0.0,0.566929,0.88189,0.590551,0.165354,0.188976,0.110236,0.094488,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.503937
0.473684,0.157874,33,70.866142,1.0,0.23622,0.598425,0.149606,0.070866,0.141732,0.0,12.125984,10.07874,0.244094,0.283465,165.354331,0.212598,0.0,0.417323
-0.263158,-1.0,3,0.0,0.566929,0.88189,0.590551,0.165354,0.188976,0.110236,0.299213,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.330709
-0.473684,-0.894737,20,0.0,-0.25,0.1339,0.5039,0.4409,0.1575,0.1339,0.2362,8.0315,6.7717,0.8819,0.3465,0.0,0.0,0.0,0.0
-0.263158,0.263158,6,299.2126,0.1634,0.0236,0.2756,0.4488,0.2441,0.0079,0.126,6.1417,11.811,0.7323,0.7559,787.4016,0.7402,0.0,0.0
0.368421,0.263158,39,0.0,0.872047,0.748031,0.629921,0.062992,0.212598,0.251969,0.094488,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.80315
0.368421,0.368421,37,0.0,1.0,0.5906,0.4488,0.126,0.2126,0.252,0.0945,3.4646,12.126,0.3465,0.1181,685.0394,0.1811,0.0,0.8031
0.368421,0.157895,44,0.0,0.566929,0.88189,0.590551,0.165354,0.188976,0.110236,0.094488,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.826772
0.368421,0.052633,44,0.0,0.566929,0.88189,0.669291,0.165354,0.188976,0.110236,0.094488,3.464567,12.125984,0.346457,0.11811,685.03937,0.181102,0.0,0.80315
-1.0,-0.052632,5,0.0,0.9803,0.6693,0.1811,0.378,0.0,0.126,0.1339,5.1969,17.9528,0.6378,0.0787,0.0,0.1654,0.0,0.0
